wsi,bag_id,x,y,type
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,28,2048,6144,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,29,4096,6144,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,30,6144,6144,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,31,8192,6144,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,32,10240,6144,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,33,12288,6144,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,34,14336,6144,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,35,16384,6144,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,36,0,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,37,2048,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,38,4096,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,39,6144,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,40,8192,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,41,10240,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,42,12288,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,43,14336,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,44,16384,8192,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,46,2048,10240,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,47,4096,10240,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,48,6144,10240,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,49,8192,10240,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,50,10240,10240,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,51,12288,10240,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,52,14336,10240,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,53,16384,10240,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,55,2048,12288,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,56,4096,12288,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,57,6144,12288,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,58,8192,12288,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,59,10240,12288,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,60,12288,12288,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,61,14336,12288,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,62,16384,12288,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,64,2048,14336,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,65,4096,14336,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,66,6144,14336,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,67,8192,14336,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,68,10240,14336,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,69,12288,14336,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,70,14336,14336,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,74,4096,16384,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,75,6144,16384,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,76,8192,16384,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,77,10240,16384,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,78,12288,16384,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,79,14336,16384,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,80,16384,16384,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,83,4096,18432,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,84,6144,18432,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,85,8192,18432,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,86,10240,18432,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,87,12288,18432,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,88,14336,18432,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,93,6144,20480,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,94,8192,20480,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,95,10240,20480,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,96,12288,20480,0
/home/xhc/MRAN/WSI/example/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs/TCGA-77-7139-11A-01-TS1.317cc95d-dcad-4608-8f79-4541aa1b20a7.svs,97,14336,20480,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,0,0,0,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,1,2048,0,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,2,4096,0,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,3,6144,0,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,4,8192,0,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,5,10240,0,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,6,12288,0,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,7,14336,0,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,13,2048,2048,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,14,4096,2048,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,15,6144,2048,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,16,8192,2048,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,17,10240,2048,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,18,12288,2048,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,19,14336,2048,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,20,16384,2048,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,27,6144,4096,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,28,8192,4096,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,29,10240,4096,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,30,12288,4096,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,31,14336,4096,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,32,16384,4096,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,33,18432,4096,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,41,10240,6144,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,42,12288,6144,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,43,14336,6144,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,44,16384,6144,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,45,18432,6144,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,46,20480,6144,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,54,12288,8192,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,55,14336,8192,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,56,16384,8192,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,57,18432,8192,0
/home/xhc/MRAN/WSI/example/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs/TCGA-22-4609-11A-01-TS1.4be570db-64af-47db-9e36-dd81172b28cc.svs,58,20480,8192,0
